기사id,카테고리,제목,날짜,요약문,원문
403,테크,서울에 뜬 드론택시 🚁,2020/11/13,"정부는 2025년 상용화를 목표로 하고 있지만, 해결할 문제가 있다고 👀:",https://news.sbs.co.kr/news/endPage.do?news_id=N1006069609
403,테크,서울에 뜬 드론택시 🚁,2020/11/13,"1. 규제 풀기: 우리나라에서는 특히 서울에서 드론 띄우기가 까다로워요. 올해 5월 이후 드론 자유 구역을 일부 만들긴 했지만, 기술 발전 속도를 제도가 못 따라가고 있다는 의견도 있어요. 실제로 원래는 이번 비행 때 사람을 태우기로 했었지만, 국토교통부가 무인으로 띄우라고 해 쌀 80kg을 실은 거라고. ",https://www.news1.kr/articles/?3922555
403,테크,서울에 뜬 드론택시 🚁,2020/11/13,"원래는 조종사 없이 비행과 조종이 가능한 무인항공기를 뜻해요. 사람이 직접 타서 조종하면 PAV(Personal Air Vehicle)이라고 부르는데, 초기에는 드론 택시에 조종사가 타다가, 안정되면 조종사 없이 손님만 탄다고 해서 드론 택시라고 불러요.",https://news.joins.com/article/23848609
404,코로나19,코로나19 백신 시험 효과 90%,2020/11/11,"코로나19, 터널의 끝이 보일 수도 있을 것 같아요. 미국 제약회사 화이자가 개발 중인 백신이 좋은 효과를 보였거든요 💉. 화이자는 이번 달 중에 미국에서 긴급 사용 승인을 신청할 거라고.",https://biz.chosun.com/site/data/html_dir/2020/11/10/2020111001257.html
404,코로나19,코로나19 백신 시험 효과 90%,2020/11/11,"아직은 아니에요. 보통 백신은 임상시험을 네 단계 거치는데요. 이번에는 임상 3상(3단계)의 초기 데이터가 나온 거예요. 임상 4상이 시중에 판매한 후 부작용을 검토하는 단계인 걸 생각하면, 3상은 판매 직전에 검증하고 판매를 결정하는 아주 중요한 단계예요. 이번 시험 참가자 중 90% 이상에게 효과가 있었는데요. 보통 백신 예방률이 50~60% 정도라, 기대보다 효과가 좋은 거라고. 하지만 아직 3단계 테스트 초기이고, 미국 식품의약국(FDA)도 최소 2개월 동안은 더 지켜봐야 한다고 밝혀 기대하긴 일러요. 우리나라 방역당국도 실제 접종까지는 시간이 걸릴 거라 했고요. 그 전까지는 최대한 확진자 수가 느는 걸 막아야 하는데요. 우리나라와 전 세계 상황 살펴보자면.",http://www.hani.co.kr/arti/international/america/969245.html
404,코로나19,코로나19 백신 시험 효과 90%,2020/11/11,"2. 다른 나라 🇺🇸 🇫🇷: 전 세계 확진자 수가 5000만 명을 넘어섰는데요(=우리나라 인구랑 비슷) 📈. 지난 6월 1000만 명을 넘어선 뒤 2000만 명이 되기까지 44일이 걸렸는데, 4000만 명에서 다시 1000만 명이 늘기까지는 21일밖에 안 걸린 것. 미국에서는 하루 확진자가 12만 명 넘게 나오고 있고, 유럽 전역에서도 하루 20만 명을 넘었어요. 가장 큰 문제는 날이 추워지고 있다는 것. 보통 바이러스는 추울 때 더 활발해지는데, 연말에 사람들이 따뜻한 실내에서 많이 모이면 대유행이 다시 올 수 있다고.",https://www.yna.co.kr/view/AKR20201109004700009
404,코로나19,코로나19 백신 시험 효과 90%,2020/11/11,"덴마크, 이탈리아 등 6개 나라에서는 밍크 등의 숙주를 통해 변이된 코로나19 바이러스가 발견됐어요. 변이된 바이러스에 감염된 사람도 계속 나오고 있고요. 전문가들은 변이된 바이러스에 코로나19 백신이 효과가 없을 수 있다며 걱정하는데요. 세계보건기구(WHO)는 변이 바이러스가 백신에 미칠 영향은 검증된 게 없다며 과하게 두려워할 필요는 없다고 했어요. ",https://www.who.int/csr/don/06-november-2020-mink-associated-sars-cov2-denmark/en/
405,세계,"볼리비아 대선, 모랄레스 리턴즈? 👑",2020/11/11,"시끌벅적 미국 대선 이야기, 이제 살-짝 다른 나라 소식도 듣고 싶다고요? 그래서 이번에는 우유니 소금 사막으로 유명한 남미의 볼리비아 소식 가져와봤어요 🇧🇴: 1년 전 나라에서 쫓겨나며 ‘I'll be back!’ 외쳤던 모랄레스 대통령이 딱 1년 만에 당당히 귀환했습니다.",https://event.stibee.com/v2/click/MjY4NDcvMzcyODU2L2Rkb25pQG5ld25lZWsuY28v/aHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9zaXRlL2RhdGEvaHRtbF9kaXIvMjAxNy8wNi8wMS8yMDE3MDYwMTAxNzkwLmh0bWw
405,세계,"볼리비아 대선, 모랄레스 리턴즈? 👑",2020/11/11,"작년 11월, 볼리비아 에보 모랄레스 대통령은 나라에서 쫓겨나다시피 하며 이웃 나라로 도망갔어요. 볼리비아 첫 원주민 대통령으로 13년 가까이 집권했는데, 4선에 도전하다 선거 조작을 한 게 드러났거든요. 시민들은 물론 군·경찰도 나서 그의 사퇴를 요구했고, 그가 옆 나라로 도망간 뒤엔 반대 세력인 우파가 정권을 잡으며 돌아올 길이 영영 막히는 듯했어요.",https://event.stibee.com/v2/click/MjY4NDcvMzcyODU2L2Rkb25pQG5ld25lZWsuY28v/aHR0cHM6Ly9uZXduZWVrLmNvL3Bvc3QvMWU1NGE_dXRtX21lZGl1bT1lbWFpbCZ1dG1fc291cmNlPW5ld3NsZXR0ZXImdXRtX2NhbXBhaWduPTIwMjAxMTExJnV0bV9jb250ZW50PS9wb3N0LzFlNTRh
405,세계,"볼리비아 대선, 모랄레스 리턴즈? 👑",2020/11/11,"잠시만요! 남미는 한 나라 정권을 좌파 vs. 우파 중 어느 세력이 잡는지에 따라, 남미 전체 흐름에 큰 영향을 미쳐요. 좌파는 좌파끼리, 우파는 우파끼리 연합을 맺으면서 경제나 외교 정책도 바꾸기도 하거든요. 그래서 이번 변화가 남미 정치에 특별한 의미를 지닌다고. 모랄레스를 1년간 숨겨주었던 아르헨티나 대통령(좌파 성향)도 국경까지 나와서 배웅했다고 하니, 돌아온 볼리비아의 좌파 정권이 앞으로 남미 사회에서 어떤 힘을 발휘할지는 더 눈여겨봐야 할 것 같아요.  ",https://event.stibee.com/v2/click/MjY4NDcvMzcyODU2L2Rkb25pQG5ld25lZWsuY28v/aHR0cHM6Ly93d3cuaGFua3l1bmcuY29tL2ludGVybmF0aW9uYWwvYXJ0aWNsZS8yMDE5MTAyOTkyMTlp
406,NULL,검찰&법무부 특활비 검증,2020/11/11,"국회 법제사법위원회 소속 여야 의원들이 그저께(9일) 대검찰청에 나가 법무부와 검찰이 특수활동비(특활비)를 어떻게 나누고 썼는지 확인했어요. 자주 있는 일은 아닌데, 법사위에 출석한 추미애 법무부장관이 검찰의 특활비 사용을 지적하면서 검증하게 된 거라고.",https://event.stibee.com/v2/click/MjY4NDcvMzcyODU2L25vaXJfbmRAbmF2ZXIuY29tLw/aHR0cHM6Ly93d3cuaGFua29va2lsYm8uY29tL05ld3MvUmVhZC9BMjAyMDExMDkxODEyMDAwMzkyNw
406,NULL,검찰&법무부 특활비 검증,2020/11/11,"기밀유지를 해야 하는 정보나 사건수사, 나랏일 등을 할 때 직접 쓰이는 경비예요 💰. 어떻게 썼는지 밝힐 필요도 없고 어디에 썼는지 공개도 안 돼서 ‘검은 예산’이라고도 불러요. 그렇다 보니 문제가 없진 않은데요. 2017년에는 국정원이 자기 몫의 특활비를 청와대에 준다는 의혹이 나와 당시 국회의장이 국회 특활비를 폐지하자고 공개 발언하기도 했어요. 이후 2019년엔 국회의 특활비를 2018년에 비해 84.4% 줄인 바 있고요. 하지만 국가의 중요한 일을 할 때 쓰이는 돈이라 함부로 줄이거나 없애선 안 된다는 이야기도 나와요.",https://event.stibee.com/v2/click/MjY4NDcvMzcyODU2L25vaXJfbmRAbmF2ZXIuY29tLw/aHR0cHM6Ly9uZXdzLmpvaW5zLmNvbS9hcnRpY2xlLzIzOTE2MjE1
406,NULL,검찰&법무부 특활비 검증,2020/11/11,"안 나왔어요. 논쟁의 핵심이었던 윤 총장이 특활비를 어떻게 쓰는지는 확인하지 못했거든요. 여당은 검찰이 자료를 제대로 안 내서 그런 거라고 지적했고, 야당은 애초에 추 장관이 근거없는 얘기를 한 거라고 주장했어요. 여야가 편을 나누어 현장검증까지 가서 사실상 다툼만 벌인 게 아니냐는 비판이 나오는 이유예요 🤔.",https://event.stibee.com/v2/click/MjY4NDcvMzcyODU2L25vaXJfbmRAbmF2ZXIuY29tLw/aHR0cDovL25ld3MuanRiYy5qb2lucy5jb20vYXJ0aWNsZS9hcnRpY2xlLmFzcHg_bmV3c19pZD1OQjExOTc4MDcx
407,세계,"바이든 당선, 앞으로는? 🇺🇸",2020/11/09,"미국 대선, 드디어 당선자가 나왔어요. 민주당의 조 바이든. 펜실베이니아 주에서 이기면서, 당선에 필요한 270명을 넘은 것. 바이든 당선인은 한국 시간으로 어제(8일) 오전 승리 연설을 했어요. 주말 동안 많이 나온 얘기들을 정리했어요.",https://www.yna.co.kr/view/AKR20201108030551071
407,세계,"바이든 당선, 앞으로는? 🇺🇸",2020/11/09,"미국 첫 여성·흑인 부통령: 카멀라 해리스. 자메이카 출신 아버지와 인도 출신 어머니를 둔 해리스는 흑인이자 아시아계 미국인인데요. 승리 연설에서 남긴 말이 화제가 됐어요: “내가 첫 여성 부통령이 되겠지만, 마지막은 아닐 것이다.” 78세인 바이든이 재선에 도전하지 않을 가능성이 높아서, 해리스가 다음 민주당 대선 후보로도 올라섰다고.",https://www.hankyung.com/international/article/202011086528i
407,세계,"바이든 당선, 앞으로는? 🇺🇸",2020/11/09,"중국과의 관계 🇨🇳: 갈등이 이어질 것 같아요. 바이든도 중국이 불공정 무역을 하고 있다고 보기 때문. 트럼프처럼 징벌적 관세를 때리기보다, 세계무역기구(WTO) 등을 통해 분쟁을 해결할 것 같고요. 홍콩·신장위구르 등 인권 이슈에 주목하면서 관계가 나빠질 가능성도 높아요. ",https://www.chosun.com/economy/economy_general/2020/11/08/TJRWXH5PPVDLFF7HR7FZ5U3M4I/
407,세계,"바이든 당선, 앞으로는? 🇺🇸",2020/11/09,"트럼프 지지자들은 🔊: 부정선거라고 주장하고 있어요. 특정 펜으로 기표하면 무효표 처리되고, 트럼프가 찍힌 투표용지가 불태워졌다는 등 음모론도 펼치고 있다고. 하지만 미국 선거법 전문가들과 트럼프가 속한 공화당 사람들도 선거 조작은 없다는 입장이라, 트럼프의 입지는 좁아지고 있어요.",https://www.chosun.com/international/us/2020/11/07/S5FGQN4E7JH27O3OHZP4ZF4PN4/
407,세계,"바이든 당선, 앞으로는? 🇺🇸",2020/11/09,"아직 아니에요. 트럼프가 아직 선거 결과를 받아들인다는 입장을 안 내놨고, 재검표 등 소송이 남아 있기 때문. 소송을 해도 결과가 뒤집힐 가능성은 거의 없지만, 12월 8일까지 소송이 결론 나지 않으면 선거인단과 하원 투표까지 분쟁이 이어질 수도 있어요. ",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202011081325001
407,세계,"바이든 당선, 앞으로는? 🇺🇸",2020/11/09,"소송 & 소송. 미국에서 현직 대통령은 면책특권이 있는데요. 내년 1월 자리에서 물러나면 ‘2016년 대선을 앞두고 트럼프에게 불리한 이야기를 하려는 사람들 입을 돈으로 막았다’는 의혹을 수사받고, 미뤄왔던 세금 납부 자료를 내야 해요. ",https://www.yna.co.kr/view/AKR20201108011600087
408,노동·일,돌봄 선생님의 파업 🖐,2020/11/09,"학교가 끝나고 아이들을 돌보는 방과후 ‘돌봄사업’, 16년 동안 관련 법률 없이 운영되고 있었는데요. 지난 5월 법안 내용이 나왔는데, 돌봄 선생님(=초등 돌봄전담사)들이 반대하고 있어요 🙅‍♀️. 지난 6일엔 하루 동안 파업도 했고요.",https://www.news1.kr/articles/?4111373
408,노동·일,돌봄 선생님의 파업 🖐,2020/11/09,"아이들이 더 건강하고 안전한 환경에서 지내는 데 꼭 필요한 제도라, 얼른 법안이 자리 잡아야 하는데요. 학교 vs. 지자체, 누가 맡아야 할지에 대해서는 계속 논쟁 중이에요.",https://www.yna.co.kr/view/AKR20201106126400530
409,코로나19,새롭게 바뀐 거리두기 1단계 😷,2020/11/09,지난 토요일(7일)부터 전국에 NEW 거리두기 1단계가 시작됐어요(천안·아산은 1.5단계). 기존 3단계에서 5단계로 잘게 쪼개진 만큼 내용도 조금씩 바뀌었다고. ,https://news.joins.com/article/23913734
409,코로나19,새롭게 바뀐 거리두기 1단계 😷,2020/11/09,"이제 생활방역(1단계), 지역유행(1.5~2단계), 전국유행(2.5~3단계)로 나눠요(사진). 지역별 차이도 고려해 지역마다 단계 올리는 기준을 다르게 했어요. 1단계에서 1.5단계로 올라가려면 🔼: 수도권은 일주일 동안 하루 평균 확진자가 100명 이상, 충청·호남·경상권은 30명 이상, 제주나 강원도는 10명 이상 나와야 해요. 2.5단계까지는 지방자치단체가 단계를 정할 수 있는데, 바꾸기 전에 정부와 협의하면 돼요. ",https://image.news1.kr/system/photos/2020/11/1/4458171/article.jpg/dims/optimize
409,코로나19,새롭게 바뀐 거리두기 1단계 😷,2020/11/09,같은 1단계지만 더 빡빡해졌는데요. 일상 속 방역수칙을 좀 더 철저하게 지키기 위해서예요. ,https://www.ytn.co.kr/_ln/0103_202011071405195158
410,세계,대선 결과 언제 나와? 🇺🇸,2020/11/06,"바이든이 앞서고 있어요. 총 538명의 선거인단 중 반이 넘는 270명을 가져가는 사람이 승자가 되는데요. 어제 오후 3시 기준으로, 🔵 바이든 후보가 총 253명, 🔴 트럼프 대통령이 214명을 확보했어요(실시간 개표 현황). 이제 남은 건 펜실베이니아·조지아 등 6개 주. 월스트리트저널, AP 등 외신에서는 그중에서 애리조나(11명)도 🔵 바이든이 가져갈 거로 보고 있는데요. 그럴 경우 바이든은 6명만 더 있으면 승리하는 것. 반면에 🔴 트럼프가 이기기 위해서는 펜실베이니아·조지아·노스캐롤라이나·네바다(선거인단 총 57명)까지 모두 가져가야 하고요. 하지만 개표가 끝날 때까진 모르는 일이에요. 그리고... 만약 바이든이 270명 가져가더라도 승자가 안 나올 수 있다고.",https://www.nytimes.com/interactive/2020/11/03/us/elections/results-president.html?action=click&module=Spotlight&pgtype=Homepage
410,세계,대선 결과 언제 나와? 🇺🇸,2020/11/06,"100% 그렇진 않아요. 🔴 트럼프가 소송을 냈기 때문 ⚖️. 트럼프는 예전부터 선거일보다 늦게 도착한 우편투표 용지는 인정하면 안 된다는 입장이었는데요. 현장투표 용지부터 깠던 일부 주에서 🔴 트럼프가 앞서다가, 우편투표함을 열면서 🔵 바이든이 따라잡자 펜실베이니아, 미시간 주에 개표를 멈추라는 소송을 냈어요. 또 개표가 끝난 위스콘신 주에는 득표율 차가 너무 적다며(0.6%p) 표를 다시 세달라고 했고요. 실제로 지난 2000년, 플로리다 주에서 민주당 후보가 약 500표 차이로 지자, 재개표를 요구한 적이 있는데요. 연방대법원이 거절하기까지 걸린 약 한 달 동안 당선자를 못 정했어요. 이번에도 비슷하게 갈 수 있다고.",https://www.yna.co.kr/view/AKR20201105061500009
410,세계,대선 결과 언제 나와? 🇺🇸,2020/11/06,+ 우리나라는 🇰🇷: 결과를 기다리고 있어요. 청와대와 외교부는 미국 대통령이 누가 될지에 따라 외교적으로 어떻게 대응할지 여러 시나리오를 준비했다고. ,https://news.mt.co.kr/mtview.php?no=2020110510517643921
410,세계,대선 결과 언제 나와? 🇺🇸,2020/11/06,"+ 미국 (일부) 상원·하원: 2년 임기인 하원의원 전체(435명)와, 6년 임기인 상원의원 100명 중 3분의 1(35명) 투표도 치렀어요. 하원은 민주당이 의석을 더 많이 가져갈 것으로 예상돼요. 하지만 상원은 🔴 공화당이 더 많이 가져갈 확률이 높아 보이고요. 그럴 경우 🔵 바이든이 당선되더라도 원래 펼치려던 정책을 마음대로 하기는 쉽지 않을 거라고.",https://www.chosun.com/international/us/2020/11/05/RWMEXJLUZ5BATBO2XQMNOF5IEY
